fecha	param	LR1	LR2	LR3	LT
2022-05-11	B8A	0.1156	0.1136	0.1264	0.1766
2022-05-11	B11	0.1121	0.1167	0.1144	0.1299
2022-05-11	B12	0.1064	0.1121	0.1104	0.1233
2022-05-16	B01	0.1003	0.1035	0.1094	0.1118
2022-05-16	B02	0.1026	0.1051	0.1048	0.1356
2022-05-16	B03	0.1073	0.1074	0.1084	0.1662
2022-05-16	B04	0.1079	0.1076	0.1086	0.2072
2022-05-16	B05	0.1262	0.1261	0.1281	0.2114
2022-05-16	B06	0.115	0.1214	0.1214	0.1655
2022-05-16	B07	0.1143	0.1151	0.1254	0.1643
2022-05-16	B08	0.1159	0.1177	0.1213	0.158
2022-05-16	B8A	0.116	0.1116	0.1164	0.1417
2022-05-16	B11	0.1134	0.1186	0.1167	0.115
2022-05-16	B12	0.1089	0.1123	0.1132	0.1091
2022-05-21	B01	0.1032	0.1071	0.1126	0.1342
2022-05-21	B02	0.0987	0.1007	0.1016	0.1506
2022-05-21	B03	0.1082	0.109	0.1104	0.1806
2022-05-21	B04	0.111	0.1103	0.1085	0.2116
2022-05-21	B05	0.1214	0.1222	0.1284	0.2196
2022-05-21	B06	0.1052	0.1171	0.1185	0.187
2022-05-21	B07	0.1006	0.1147	0.1216	0.1924
2022-05-21	B08	0.1147	0.1164	0.1192	0.1917
2022-05-21	B8A	0.1034	0.1195	0.1157	0.1731
2022-05-21	B11	0.1197	0.1181	0.1188	0.137
2022-05-21	B12	0.1145	0.1175	0.116	0.1293
2022-05-26	B01	1.2667	1.3426	1.2613	1.3558
2022-05-26	B02	1.3624	1.3952	1.3904	1.3136
2022-05-26	B03	1.1544	1.2	1.2864	1.1832
2022-05-26	B04	1	1.0688	1.1912	1.112
2022-05-26	B05	0.9747	1.1311	1.2472	1.0881
2022-05-26	B06	0.878	0.9996	1.0948	1.0203
2022-05-26	B07	0.8362	0.9268	0.9851	1.0289
2022-05-26	B08	1.0016	1.0288	1.092	0.976
2022-05-26	B8A	0.7943	0.8503	0.8752	0.9942
2022-05-26	B11	0.4627	0.6051	0.6997	0.6608
2022-05-26	B12	0.3091	0.4423	0.4829	0.5603
2022-05-31	B01	0.4898	0.4913	0.4811	0.6071
2022-05-31	B02	0.4208	0.4808	0.4588	0.5072
2022-05-31	B03	0.4256	0.4652	0.4616	0.4928
2022-05-31	B04	0.4256	0.45	0.4616	0.4884
2022-05-31	B05	0.4602	0.4809	0.4931	0.5214
2022-05-31	B06	0.5034	0.5166	0.5251	0.5563
2022-05-31	B07	0.5108	0.5106	0.5248	0.561
2022-05-31	B08	0.5028	0.5528	0.5472	0.564
2022-05-31	B8A	0.5173	0.5044	0.5254	0.5749
2022-05-31	B11	0.4768	0.4821	0.4928	0.5072
2022-05-31	B12	0.4837	0.4658	0.4784	0.5037
2022-06-05	B01	0.3813	0.3803	0.3793	0.6338
2022-06-05	B02	0.3898	0.3938	0.3872	0.602
2022-06-05	B03	0.3664	0.3648	0.3744	0.5708
2022-06-05	B04	0.3462	0.3508	0.3566	0.5408
2022-06-05	B05	0.3658	0.37	0.3787	0.558
2022-06-05	B06	0.3791	0.3824	0.3904	0.5741
2022-06-05	B07	0.3814	0.3824	0.3899	0.5851
2022-06-05	B08	0.403	0.405	0.414	0.5916
2022-06-05	B8A	0.384	0.3803	0.3761	0.5745
2022-06-05	B11	0.2966	0.3005	0.3074	0.4053
2022-06-05	B12	0.278	0.2775	0.278	0.3479
2022-06-10	B01	0.2679	0.1886	0.1372	0.1556
2022-06-10	B02	0.2576	0.1478	0.1309	0.1584
2022-06-10	B03	0.2098	0.1494	0.1307	0.1848
2022-06-10	B04	0.1988	0.1436	0.1231	0.2122
2022-06-10	B05	0.2396	0.1576	0.135	0.2169
2022-06-10	B06	0.2919	0.1702	0.1368	0.1776
2022-06-10	B07	0.2999	0.1644	0.1411	0.1775
2022-06-10	B08	0.3292	0.183	0.1375	0.1742
2022-06-10	B8A	0.3166	0.1605	0.1339	0.1594
2022-06-10	B11	0.2779	0.15	0.1224	0.122
2022-06-10	B12	0.2624	0.1341	0.1153	0.116
2022-06-15	B01	0.0968	0.1007	0.1071	0.1054
2022-06-15	B02	0.1011	0.104	0.1018	0.13
2022-06-15	B03	0.1079	0.1069	0.1067	0.1517
2022-06-15	B04	0.1083	0.1062	0.107	0.1806
2022-06-15	B05	0.1176	0.1195	0.1193	0.1803
2022-06-15	B06	0.1106	0.1094	0.1107	0.1394
2022-06-15	B07	0.1024	0.1127	0.1135	0.1438
2022-06-15	B08	0.1096	0.1085	0.1121	0.1325
2022-06-15	B8A	0.0995	0.108	0.1139	0.1281
2022-06-15	B11	0.1147	0.1144	0.1139	0.1116
2022-06-15	B12	0.1102	0.1097	0.1109	0.1066
2022-06-20	B01	0.1081	0.1108	0.1186	0.1094
2022-06-20	B02	0.1173	0.1178	0.1168	0.126
2022-06-20	B03	0.1208	0.1208	0.1223	0.1536
2022-06-20	B04	0.1165	0.1179	0.1189	0.1816
2022-06-20	B05	0.1311	0.1342	0.1342	0.182
2022-06-20	B06	0.1134	0.1244	0.1259	0.1457
2022-06-20	B07	0.1183	0.1239	0.1275	0.1484
2022-06-20	B08	0.1307	0.1353	0.135	0.1386
2022-06-20	B8A	0.1107	0.1248	0.1285	0.1283
2022-06-20	B11	0.1175	0.1191	0.1191	0.1131
2022-06-20	B12	0.1139	0.114	0.1175	0.1093
2022-06-25	B01	0.8719	0.8883	0.8934	0.8554
2022-06-25	B02	0.8992	0.9144	0.8584	0.8616
2022-06-25	B03	0.892	0.9168	0.8912	0.8352
2022-06-25	B04	0.8864	0.9032	0.9072	0.8172
2022-06-25	B05	0.8285	0.8615	0.8666	0.7707
2022-06-25	B06	0.8326	0.8621	0.8763	0.7862
2022-06-25	B07	0.8577	0.8912	0.9072	0.8314
2022-06-25	B08	0.9056	0.928	0.888	0.852
2022-06-25	B8A	0.8519	0.8842	0.8997	0.8338
2022-06-25	B11	0.6569	0.6944	0.7046	0.6129
2022-06-25	B12	0.5311	0.5692	0.6008	0.5207
2022-06-30	B01	0.099	0.1029	0.1063	0.1119
2022-06-30	B02	0.0988	0.101	0.1002	0.1256
2022-06-30	B03	0.1088	0.1108	0.1081	0.1534
2022-06-30	B04	0.1097	0.1114	0.1101	0.1847
2022-06-30	B05	0.1136	0.1195	0.1217	0.1843
2022-06-30	B06	0.1138	0.1136	0.1133	0.1383
2022-06-30	B07	0.1067	0.1133	0.1193	0.1335
2022-06-30	B08	0.1134	0.111	0.1132	0.133
2022-06-30	B8A	0.1114	0.1143	0.1115	0.1264
2022-06-30	B11	0.1123	0.1116	0.1121	0.1106
2022-06-30	B12	0.1093	0.1083	0.1081	0.108
2022-07-05	B01	1.0604	1.0905	1.0766	1.2948
2022-07-05	B02	0.9672	0.9816	0.9832	1.212
2022-07-05	B03	0.8728	0.8832	0.8904	1.1136
2022-07-05	B04	0.8264	0.832	0.836	1.0744
2022-07-05	B05	0.8216	0.8461	0.8443	1.0837
2022-07-05	B06	0.8139	0.8286	0.8414	1.0645
2022-07-05	B07	0.8318	0.8527	0.8579	1.0867
2022-07-05	B08	0.8272	0.824	0.8264	1.0536
2022-07-05	B8A	0.8215	0.8398	0.8392	1.0656
2022-07-05	B11	0.5722	0.5818	0.5851	0.7744
2022-07-05	B12	0.5202	0.5259	0.528	0.68
2022-07-10	B01	0.3839	0.3871	0.3848	0.8885
2022-07-10	B02	0.3552	0.3562	0.342	0.7544
2022-07-10	B03	0.3492	0.3424	0.3452	0.7044
2022-07-10	B04	0.332	0.3262	0.3292	0.6708
2022-07-10	B05	0.3386	0.3356	0.3325	0.6712
2022-07-10	B06	0.3839	0.3801	0.3781	0.7095
2022-07-10	B07	0.396	0.4026	0.3976	0.7264
2022-07-10	B08	0.412	0.4128	0.404	0.7312
2022-07-10	B8A	0.405	0.4069	0.4042	0.7214
2022-07-10	B11	0.2896	0.2893	0.2872	0.3228
2022-07-10	B12	0.2579	0.2595	0.2549	0.3166
2022-07-15	B01	0.1088	0.1112	0.1157	0.1217
2022-07-15	B02	0.1196	0.1217	0.1207	0.1454
2022-07-15	B03	0.1288	0.1286	0.1274	0.1766
2022-07-15	B04	0.1256	0.1251	0.1278	0.1963
2022-07-15	B05	0.1268	0.1249	0.1271	0.1983
2022-07-15	B06	0.1304	0.1292	0.1283	0.1555
2022-07-15	B07	0.1321	0.1354	0.1403	0.1603
2022-07-15	B08	0.1343	0.1368	0.1342	0.1532
2022-07-15	B8A	0.1338	0.1347	0.1379	0.1457
2022-07-15	B11	0.1349	0.1355	0.1384	0.1326
2022-07-15	B12	0.1244	0.1263	0.1263	0.1264
2022-07-20	B01	0.093	0.0953	0.1023	0.1126
2022-07-20	B02	0.0975	0.0947	0.1007	0.1278
2022-07-20	B03	0.1031	0.1056	0.11	0.1608
2022-07-20	B04	0.1061	0.1066	0.1118	0.186
2022-07-20	B05	0.1023	0.1051	0.1068	0.1854
2022-07-20	B06	0.1025	0.1063	0.1092	0.1369
2022-07-20	B07	0.1074	0.1105	0.114	0.1407
2022-07-20	B08	0.1086	0.1126	0.1158	0.1312
2022-07-20	B8A	0.098	0.1114	0.1218	0.1183
2022-07-20	B11	0.1179	0.1189	0.1221	0.1222
2022-07-20	B12	0.1132	0.1146	0.1142	0.1118
2022-07-25	B01	0.1242	0.1279	0.1286	0.1329
2022-07-25	B02	0.1255	0.1274	0.128	0.1478
2022-07-25	B03	0.1245	0.1278	0.1258	0.1718
2022-07-25	B04	0.1195	0.1213	0.1219	0.1885
2022-07-25	B05	0.119	0.1204	0.1202	0.1891
2022-07-25	B06	0.1198	0.1203	0.1258	0.1474
2022-07-25	B07	0.1346	0.1288	0.1304	0.156
2022-07-25	B08	0.1256	0.1268	0.1263	0.1446
2022-07-25	B8A	0.1175	0.1286	0.1345	0.1415
2022-07-25	B11	0.1198	0.1231	0.126	0.121
2022-07-25	B12	0.1144	0.1149	0.1149	0.113
2022-07-30	B01	0.1116	0.1173	0.1181	0.1463
2022-07-30	B02	0.111	0.109	0.109	0.158
2022-07-30	B03	0.1156	0.1157	0.1157	0.187
2022-07-30	B04	0.1166	0.1143	0.1144	0.2066
2022-07-30	B05	0.1193	0.1211	0.1205	0.2072
2022-07-30	B06	0.1072	0.1232	0.1305	0.1804
2022-07-30	B07	0.1177	0.1278	0.1336	0.189
2022-07-30	B08	0.1297	0.1255	0.1321	0.193
2022-07-30	B8A	0.1245	0.1296	0.1321	0.1758
2022-07-30	B11	0.1281	0.1268	0.1298	0.154
2022-07-30	B12	0.1192	0.1217	0.1226	0.1374
2022-08-04	B01	1.0916	1.1048	1.1193	1.1465
2022-08-04	B02	1.0048	1.012	1.056	1.0888
2022-08-04	B03	0.9344	0.9496	0.9776	1.0296
2022-08-04	B04	0.9008	0.9168	0.9416	1.0088
2022-08-04	B05	0.831	0.8514	0.8696	0.9383
2022-08-04	B06	0.8327	0.8581	0.8716	0.9418
2022-08-04	B07	0.858	0.8828	0.8994	0.9763
2022-08-04	B08	0.8696	0.8816	0.92	0.9944
2022-08-04	B8A	0.8486	0.8809	0.8967	0.9641
2022-08-04	B11	0.589	0.5991	0.6111	0.7375
2022-08-04	B12	0.4489	0.4643	0.4634	0.5678
2022-08-09	B01	0.415	0.3885	0.4395	0.8429
2022-08-09	B02	0.3788	0.3706	0.3854	0.6748
2022-08-09	B03	0.3702	0.3378	0.3498	0.6612
2022-08-09	B04	0.3526	0.311	0.3172	0.6716
2022-08-09	B05	0.3669	0.3292	0.3332	0.7187
2022-08-09	B06	0.3943	0.3662	0.3582	0.722
2022-08-09	B07	0.4026	0.3699	0.3508	0.7259
2022-08-09	B08	0.4184	0.3986	0.4068	0.684
2022-08-09	B8A	0.4084	0.3774	0.3389	0.7372
2022-08-09	B11	0.3414	0.3175	0.3047	0.5667
2022-08-09	B12	0.3059	0.282	0.2487	0.4757
2022-08-14	B01	0.1171	0.1232	0.1218	0.1273
2022-08-14	B02	0.1206	0.1216	0.121	0.1432
2022-08-14	B03	0.1339	0.136	0.1332	0.1692
2022-08-14	B04	0.124	0.1234	0.1229	0.1796
2022-08-14	B05	0.1292	0.1363	0.1323	0.173
2022-08-14	B06	0.1199	0.1242	0.1243	0.1392
2022-08-14	B07	0.1258	0.1252	0.1334	0.1418
2022-08-14	B08	0.1264	0.1258	0.1258	0.1353
2022-08-14	B8A	0.1272	0.1232	0.1254	0.1283
2022-08-14	B11	0.1215	0.1273	0.1238	0.1204
2022-08-14	B12	0.1131	0.1185	0.1129	0.1153
2022-08-19	B01	0.1196	0.1244	0.1248	0.1333
2022-08-19	B02	0.1154	0.1152	0.1174	0.1423
2022-08-19	B03	0.1322	0.1324	0.1315	0.1781
2022-08-19	B04	0.1223	0.1235	0.1238	0.1942
2022-08-19	B05	0.1337	0.1397	0.1361	0.1833
2022-08-19	B06	0.1249	0.1262	0.1275	0.1402
2022-08-19	B07	0.1181	0.1264	0.131	0.1431
2022-08-19	B08	0.1276	0.1289	0.1307	0.1396
2022-08-19	B8A	0.1201	0.1251	0.1276	0.1306
2022-08-19	B11	0.1172	0.122	0.1184	0.1153
2022-08-19	B12	0.1109	0.1133	0.1137	0.1082
2022-08-24	B01	0.12	0.1249	0.121	0.1261
2022-08-24	B02	0.1308	0.1288	0.1304	0.1442
2022-08-24	B03	0.1612	0.1566	0.1584	0.1678
2022-08-24	B04	0.1356	0.1344	0.1341	0.1752
2022-08-24	B05	0.1662	0.1667	0.1669	0.1705
2022-08-24	B06	0.1377	0.1402	0.1442	0.1343
2022-08-24	B07	0.1363	0.1445	0.1473	0.1372
2022-08-24	B08	0.1388	0.1374	0.1377	0.1251
2022-08-24	B8A	0.1285	0.1277	0.1356	0.1275
2022-08-24	B11	0.1217	0.127	0.1236	0.1187
2022-08-24	B12	0.1147	0.1174	0.1169	0.1133
2022-08-29	B01	0.121	0.1218	0.1186	0.121
2022-08-29	B02	0.1169	0.1179	0.1209	0.1284
2022-08-29	B03	0.1202	0.1222	0.1236	0.1456
2022-08-29	B04	0.118	0.1176	0.1183	0.1497
2022-08-29	B05	0.1235	0.124	0.1257	0.1477
2022-08-29	B06	0.1221	0.1242	0.1246	0.1338
2022-08-29	B07	0.1246	0.1242	0.1272	0.1342
2022-08-29	B08	0.1248	0.1239	0.1255	0.1306
2022-08-29	B8A	0.1173	0.1216	0.1261	0.126
2022-08-29	B11	0.1117	0.1133	0.1123	0.1133
2022-08-29	B12	0.109	0.1089	0.1102	0.1103
2022-09-03	B01	0.1154	0.1218	0.124	0.1291
2022-09-03	B02	0.1176	0.1141	0.1143	0.146
2022-09-03	B03	0.1244	0.124	0.1264	0.1758
2022-09-03	B04	0.1187	0.119	0.1199	0.1888
2022-09-03	B05	0.1291	0.1289	0.1326	0.1787
2022-09-03	B06	0.1131	0.1161	0.1245	0.1375
2022-09-03	B07	0.1182	0.1188	0.1247	0.1408
2022-09-03	B08	0.1224	0.1212	0.1236	0.1346
2022-09-03	B8A	0.1242	0.1205	0.1241	0.126
2022-09-03	B11	0.1172	0.1216	0.122	0.1168
2022-09-03	B12	0.112	0.1133	0.1153	0.1109
2022-09-08	B01	0.1408	0.1465	0.1508	0.1728
2022-09-08	B02	0.157	0.1503	0.1709	0.2005
2022-09-08	B03	0.198	0.1877	0.1918	0.226
2022-09-08	B04	0.1689	0.1706	0.1714	0.2294
2022-09-08	B05	0.1797	0.1788	0.1761	0.232
2022-09-08	B06	0.1478	0.1574	0.1656	0.1789
2022-09-08	B07	0.1267	0.1496	0.1518	0.1648
2022-09-08	B08	0.1358	0.1286	0.1318	0.1574
2022-09-08	B8A	0.121	0.1229	0.1251	0.1401
2022-09-08	B11	0.1098	0.1058	0.1084	0.1129
2022-09-08	B12	0.1054	0.1075	0.1058	0.1117
2022-09-13	B01	0.1206	0.1279	0.1262	0.1323
2022-09-13	B02	0.1262	0.1243	0.1231	0.143
2022-09-13	B03	0.1496	0.15	0.1464	0.1674
2022-09-13	B04	0.133	0.134	0.1324	0.1718
2022-09-13	B05	0.1563	0.1541	0.1541	0.1604
2022-09-13	B06	0.132	0.129	0.1315	0.1282
2022-09-13	B07	0.1346	0.1347	0.1352	0.131
2022-09-13	B08	0.1309	0.1308	0.1325	0.1272
2022-09-13	B8A	0.1229	0.1203	0.1303	0.1223
2022-09-13	B11	0.1227	0.1232	0.1248	0.1226
2022-09-13	B12	0.1155	0.1199	0.1181	0.1153
2022-09-18	B01	0.1513	0.1694	0.1647	0.8873
2022-09-18	B02	0.1527	0.1608	0.2111	1.008
2022-09-18	B03	0.2116	0.2246	0.2534	0.8752
2022-09-18	B04	0.1659	0.199	0.1964	0.7508
2022-09-18	B05	0.2124	0.2535	0.2319	0.804
2022-09-18	B06	0.1541	0.2321	0.1735	0.7479
2022-09-18	B07	0.1585	0.2352	0.1714	0.6934
2022-09-18	B08	0.141	0.1584	0.2574	0.8084
2022-09-18	B8A	0.1299	0.2154	0.1484	0.6452
2022-09-18	B11	0.1315	0.2051	0.1533	0.6123
2022-09-18	B12	0.1247	0.1628	0.1307	0.5424
2022-09-23	B01	0.1295	0.1373	0.1347	0.135
2022-09-23	B02	0.1395	0.1422	0.1398	0.1485
2022-09-23	B03	0.1929	0.1956	0.1956	0.1733
2022-09-23	B04	0.1566	0.1566	0.1594	0.1742
2022-09-23	B05	0.1957	0.1966	0.1971	0.1657
2022-09-23	B06	0.1514	0.1444	0.1519	0.1316
2022-09-23	B07	0.152	0.1511	0.152	0.1353
2022-09-23	B08	0.1444	0.1418	0.148	0.1287
2022-09-23	B8A	0.1307	0.1333	0.1361	0.1217
2022-09-23	B11	0.1223	0.1236	0.1246	0.1204
2022-09-23	B12	0.1152	0.118	0.1165	0.1144
2022-09-28	B01	0.4354	0.4518	0.4629	0.3217
2022-09-28	B02	0.398	0.4094	0.4008	0.30620000000000003
2022-09-28	B03	0.4044	0.3996	0.4164	0.31
2022-09-28	B04	0.3802	0.3868	0.3928	0.2974
2022-09-28	B05	0.4101	0.4253	0.4296	0.3126
2022-09-28	B06	0.4267	0.444	0.4504	0.3309
2022-09-28	B07	0.4379	0.4524	0.4552	0.3378
2022-09-28	B08	0.4544	0.4488	0.4596	0.3478
2022-09-28	B8A	0.4403	0.457	0.4586	0.337
2022-09-28	B11	0.2929	0.3005	0.302	0.2495
2022-09-28	B12	0.2799	0.2871	0.2892	0.2312
2022-10-03	B01	0.1317	0.1389	0.1337	0.1407
2022-10-03	B02	0.1437	0.145	0.1466	0.1538
2022-10-03	B03	0.2188	0.221	0.2138	0.1822
2022-10-03	B04	0.176	0.1794	0.1768	0.1814
2022-10-03	B05	0.2176	0.2229	0.2172	0.1709
2022-10-03	B06	0.1547	0.1572	0.1609	0.1343
2022-10-03	B07	0.1586	0.1575	0.1594	0.1346
2022-10-03	B08	0.1496	0.1535	0.1602	0.133
2022-10-03	B8A	0.1372	0.1425	0.1414	0.1292
2022-10-03	B11	0.1205	0.1273	0.1294	0.1266
2022-10-03	B12	0.1154	0.121	0.1194	0.1192
2022-10-08	B01	0.1349	0.1393	0.1398	0.1364
2022-10-08	B02	0.1498	0.1502	0.1513	0.1488
2022-10-08	B03	0.2238	0.2256	0.2154	0.171
2022-10-08	B04	0.1728	0.173	0.1684	0.1788
2022-10-08	B05	0.2171	0.22	0.2098	0.171
2022-10-08	B06	0.1612	0.1632	0.1654	0.1341
2022-10-08	B07	0.1713	0.1694	0.1709	0.1365
2022-10-08	B08	0.1596	0.1622	0.166	0.1313
2022-10-08	B8A	0.1443	0.1503	0.1491	0.1296
2022-10-08	B11	0.125	0.1367	0.1303	0.1228
2022-10-08	B12	0.1152	0.1227	0.1233	0.1153
2022-10-13	B01	0.1349	0.1393	0.1398	0.1364
2022-10-13	B02	0.1498	0.1502	0.1513	0.1488
2022-10-13	B03	0.2238	0.2256	0.2154	0.171
2022-10-13	B04	0.1728	0.173	0.1684	0.1788
2022-10-13	B05	0.2171	0.22	0.2098	0.171
2022-10-13	B06	0.1612	0.1632	0.1654	0.1341
2022-10-13	B07	0.1713	0.1694	0.1709	0.1365
2022-10-13	B08	0.1596	0.1622	0.166	0.1313
2022-10-13	B8A	0.1443	0.1503	0.1491	0.1296
2022-10-13	B11	0.125	0.1367	0.1303	0.1228
2022-10-13	B12	0.1152	0.1227	0.1233	0.1153
2022-10-18	B01	0.1368	0.1401	0.1408	0.1448
2022-10-18	B02	0.1424	0.1437	0.143	0.1505
2022-10-18	B03	0.2104	0.2124	0.2096	0.1805
2022-10-18	B04	0.1715	0.1712	0.1718	0.1938
2022-10-18	B05	0.2026	0.208	0.2054	0.1904
2022-10-18	B06	0.1503	0.1512	0.1578	0.1449
2022-10-18	B07	0.1569	0.1582	0.1624	0.1436
2022-10-18	B08	0.1494	0.151	0.1554	0.1405
2022-10-18	B8A	0.1304	0.1389	0.1443	0.136
2022-10-18	B11	0.1211	0.1274	0.1239	0.1209
2022-10-18	B12	0.1156	0.1202	0.1178	0.1145
2022-10-23	B01	0.1423	0.1492	0.1498	0.1465
2022-10-23	B02	0.156	0.1545	0.1496	0.153
2022-10-23	B03	0.2254	0.222	0.2172	0.1752
2022-10-23	B04	0.1841	0.1788	0.1768	0.1827
2022-10-23	B05	0.2113	0.2038	0.2054	0.1818
2022-10-23	B06	0.1633	0.1508	0.1515	0.1426
2022-10-23	B07	0.1649	0.1623	0.1598	0.1476
2022-10-23	B08	0.151	0.1514	0.151	0.134
2022-10-23	B8A	0.1492	0.1355	0.1419	0.1309
2022-10-23	B11	0.1339	0.1298	0.1307	0.1219
2022-10-23	B12	0.1242	0.1245	0.1184	0.1176
